,Sales Package,Model Number,Part Number,Model Name,Series,Color,Type,Suitable For,Battery Backup,Power Supply,MS Office Provided,Processor Brand,Processor Name,SSD,SSD Capacity,RAM,RAM Type,Processor Variant,Graphic Processor,Number of Cores,Storage Type,Operating System,Mic In,USB Port,Touchscreen,Screen Size,Screen Resolution,Screen Type,Speakers,Internal Mic,Sound Properties,Wireless LAN,Bluetooth,Dimensions,Weight,Disk Drive,Web Camera,Keyboard,Backlit Keyboard,Pointer Device,Included Software,Additional Features,Warranty Summary,Warranty Service Type,Covered in Warranty,Not Covered in Warranty,Domestic Warranty,Battery Cell,Clock Speed,HDMI Port,Processor Generation,Expandable Memory,RAM Frequency,Cache,OS Architecture,Supported Operating System,System Architecture,RJ45,Multi Card Slot,Refresh Rate,Ethernet,Wireless WAN,Finger Print Sensor,Laptop Bag,Inbuilt 4G LTE,Memory Slots,Expandable SSD Capacity,NFC Support,Face Recognition,Lock Port,TGP,Dedicated Graphic Memory Type,Dedicated Graphic Memory Capacity,Hardware Interface,Security Chip,Chipset,Antivirus,RPM,Sound Chip,Brightness,EMMC Storage Capacity,International Warranty,Stylus Included,S-video,Dock Port,Firewire Port,RJ11,VGA Port,Read/Write Speed,Other Accessories,Color Gamut,Recovery Options,Certification,HDD Capacity,Optane Memory,Cloud Storage,UFS Storage Capacity,id,rating,price
0,"Laptop, User manual, Adapter",THINKBOOK 16 G6 IRL 5,21KHA0J6IN,ThinkBook 16 G6,,Arctic Grey,Thin and Light Laptop,Processing & Multitasking,Upto 9.15 Hours,,Yes,Intel,Core i5,Yes,512 GB,16 GB,DDR5,1355U,Intel Integrated UHD,,SSD,Windows 11 Home,,"1 x USB 3.2 Gen 1, 1 x USB 3.2 Gen 1 (Always On), 2 x USB-C 3.2 Gen 2 (support data transfer, Power Delivery 3.0 and DisplayPort 1.4)",No,40.64 cm (16 Inch),1920 x 1200 Pixel,WUXGA IPS Anti-glare Display,Built-in Speakers,Dual array microphone,,"Wi-Fi 6, 802.11ax 2x2 Wi-Fi",v5.2,356 x 253.5 x 17.5 mm,1.7 Kg,Not Available,"HD 720p, with privacy shutter, fixed focus",,,,,,1 Year Onsite warranty,Onsite,Manufacturing Defects,Physical Damage,,,1.3 GHz with Turbo Boost Upto 4.6 GHz,1 x HDMI 2.1,13th Gen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,767.0,4.2,"₹59,990"
0,"Laptop, Power Supply, Quick Start Guide, Safety and Warranty Documents",ZGJ-00023,ZGJ-00023,ZGJ-00023,Surface Laptop (7th Edition) AI PC,Platinum,Laptop,Processing & Multitasking,Upto 13 Hours,,No,Qualcomm,Snapdragon X Plus,Yes,256 GB,16 GB,LPDDR5X,,Qualcomm Snapdragon X Elite - X1P64100 - Qualcomm Adreno GPU (10 Core),,SSD,Windows 11 Home,,"2 x USB-C with USB4, 1 x USB-A 3.1",Yes,35.05 cm (13.8 Inch),2304 x 1536 Pixel,LCD PixelSense TM Touchscreen,2W stereo speakers with Dolby Atmos,Dual Studio Mics with Voice Focus,,Wi-Fi 7,Yes,301 x 220 x 17.5 mm,1.22 Kg,Not Available,"2MP, 1080p Full HD front facing",,,,,,1 Year Onsite Warranty,Onsite,Software & Hardware Only,Physical Damage,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,768.0,NaN,"₹1,13,990"
0,"Laptop, Power Adaptor, User Guide, Warranty Documents",3420,GD723YX17,Latitude 3420,,Black,Business Laptop,Everyday Use,up to 6 hours,,No,Intel,Core i5,Yes,512 GB,8 GB,DDR4,,Intel Integrated Iris Xe Graphics,,SSD,Ubuntu,,,No,35.56 cm (14 inch),1920 x 1080 pixel,,,,,,v5.1,,,Not Available,,,,,,,1 Year Onsite,onsite/call support,all parts and software,"liquid, Burn and Damage",,,,,11th Gen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,769.0,3.7,"₹56,990"
0,"Laptop, Power Adaptor, User Guide, Warranty Documents",15-fc0154AU,9D3M8PA,15-fc0154AU,15 (2024),Silver,Thin and Light Laptop,Processing & Multitasking,,,Yes,AMD,Ryzen 3 Quad Core,Yes,512 GB,8 GB,DDR4,7320U,AMD Radeon AMD,,SSD,Windows 11 Home,,"1 x USB Type-C 5Gbps signaling rate (supports data transfer only and does not support charging or external monitors), 2 x USB Type-A 5Gbps signaling rate",No,39.62 cm (15.6 Inch),1920 x 1080 Pixel,"Full HD, micro-edge, anti-glare, 250 nits, 45% NTSC",Yes,Yes,,Realtek Wi-Fi 6 (1x1),v5.3,359.8 x 236 x 18.6 mm,1.59 Kg,Not Available,HP True Vision 1080p FHD camera,"Full-size, soft grey keyboard with numeric keypad",,,,,1 Year Onsite Warranty,Onsite,Manufacturing Defects,Physical Damage,,,Max Turbo Frequency 4.1 GHz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,770.0,4.2,"₹33,990"
0,"Laptop, Power Adaptor, User Guide, Warranty Documents",15s- eq2144au,50M63PA#ACJ,15s- eq2144au,,Natural Silver,Thin and Light Laptop,"Everyday Use, Processing & Multitasking",,,Yes,AMD,Ryzen 5 Hexa Core,Yes,512 GB,8 GB,DDR4,5500U,AMD Radeon AMD,6,SSD,Windows 11 Home,Yes,"1 x SuperSpeed USB Type-C 5Gbps signaling rate, 2 x SuperSpeed USB Type-A 5Gbps signaling rate",No,39.62 cm (15.6 inch),1920 x 1080 Pixel,"Full HD, micro-edge, anti-glare, Brightness: 250 nits, 141 ppi, Color Gamut: 45%NTSC",Built-in Dual Speakers,Built-in Dual Array Digital Microphones,,Realtek RTL8822CE 802.11a/b/g/n/ac (2x2) Wi-Fi,v4.2,358 x 242 x 17.9 mm,1.69 kg,Not Available,HP True Vision 720p HD camera,Full-size Island-style Natural Silver Keyboard with Numeric Keypad,No,,"Microsoft Office Home 2019 & Office 365, HP Documentation, HP SSRM, HP Smart","41 Wh Li-ion Battery, Support battery fast charge",1 Year Onsite Warranty,Onsite,Manufacturing Defects,Physical Damage,1 Year,3 cell,2.1 GHz with Max Turbo Boost Frequency Up to 4.0 GHz,1x HDMI 1.4b,,,,8,64 bit,Windows 11 Home,,,1 x card reader,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,771.0,4.2,"₹37,999"
0,"Laptop, Power Adaptor, User Guide, Warranty Documents",81WB010XIN||81WB0112IN||81WB0158IN,81WB01BDIN,IdeaPad 3,IdeaPad 3,Platinum Grey,Thin and Light Laptop,"Processing & Multitasking, Entertainment, Everyday Use, Learning, Performance, Travel & Business",Upto 11.5 hours,45 W AC Adapter,Yes,Intel,Core i3,Yes,256 GB,4 GB,DDR4,10110U,Intel Integrated UHD,2,SSD,Windows 11 Home,Yes,"1 x USB 2.0, 2 x USB 3.2 Gen 1",No,39.62 cm (15.6 inch),1920 x 1080 Pixel,Full HD TN 220nits Anti-glare,Built-in Dual Speakers,Built-in array microphone,2 x 1.5W Stereo Speakers with Dolby Audio,"11ac, 2x2",v5.0,362.2 x 253.4 x 19.9mm,1.7 kg,Not Available,720p with Privacy Shutter,"Non-backlit, English",No,,Office Home and Student 2019 included,45 Wh Li-ion,2 Years Warranty,Onsite,Manufacturer’s warranty against faulty workmanship or defective parts,(1) Any kind of physical damage including electrical surge; (2) No software coverage in warranty,2 Year,,2.1 GHz with Turbo Boost Upto 4.1 GHz,1 x HDMI Port(1.4),10th Gen,Upto 12 GB,,4,64 bit,Windows 11 Home,64 bit,,,,,,No,,,,,,,,,,,,,,,5400,,,,,,,,,,,,,,,,,,,,772.0,4.3,"₹36,500"
0,"Laptop, Power Adaptor, User Guide, Warranty Documents",A315-59-50CP,NX.K6TSI.00J,Aspire 3,Aspire 3,Pure Silver,Thin and Light Laptop,"Entertainment, Performance, Processing & Multitasking",,45 W,No,Intel,Core i5,Yes,512 GB,8 GB,DDR4,1235U,Intel Integrated Iris Xe Graphics,10,SSD,Windows 11 Home,,3 x USB 3.2 Gen 1 Port,No,39.62 cm (15.6 inch),1920 x 1080 Pixels,,,,,802.11a/b/g/n/ac wireless LAN,v5.0,362.9 x 241.26 x 19.9 mm,1.7 Kg,Not Available,"1280 x 720 Resolution, 720p HD video at 30fps",,,,,,1 Year International Travelers Warranty (ITW),Onsite,Manufacturing Defects,Physical Damage,1 Year,,"Base Frequency 3.30 GHz, Max Turbo Boost Frequency Up to 4.40 GHz",1 x HDMI Port,12th Gen,32,,,64 bit,Windows 11 Home,64 bit,,,,Gigabit Ethernet,,,,,2,,,,,,,,"PCIe Gen3, 8 Gb/s, NVMe",,,,,,,,,,,,,,,,,,,,,,,,773.0,4,"₹40,100"
0,"MacBook Air, USB-C Power Adapter, USB-C to MagSafe 3 Cable (2 m)",MXD13HN/A,MXD13HN/A,MacBook Air,MacBook Air,Space Grey,Thin and Light Laptop,Processing & Multitasking,Upto 18 Hours,USB-C Power Adapter,No,Apple,M3,Yes,512 GB,16 GB,Unified Memory,,NA,8,SSD,macOS Sonoma,,"2 x Thunderbolt / USB 4 ports with support for Charging, DisplayPort, Thunderbolt 3 (up to 40 Gbps), USB 4 (up to 40 Gbps)",No,38.1 cm (15 Inch),2880 x 1864 Pixel,"Liquid Retina display, LED-backlit Display with IPS Technology, Native Resolution at 224 pixels per inch, 500 nits Brightness",Built-in Speakers,"Three-mic array with directional beamforming, Voice Isolation and Wide Spectrum microphone modes, Enhanced voice clarity in audio and video calls","Six-speaker sound system with force-cancelling woofers, Support for Spatial Audio when playing music or video with Dolby Atmos on built-in speakers, Spatial Audio with dynamic head tracking when using AirPods (3rd generation), AirPods Pro and AirPods Max",Wi-Fi 6E (802.11ax),v5.3,340.4 x 237.6 x 11.5 mm,1.51 Kg,Not Available,1080p FaceTime HD camera,Backlit Magic Keyboard,Yes,Force Touch Trackpad,"Built-in Apps: App Store, Books, Calendar, Contacts, FaceTime, Find My, Freeform, GarageBand, Home, iMovie, Keynote, Mail, Maps, Messages, Music, Notes, Numbers, Pages, Photo Booth, Photos, Podcasts, Preview, QuickTime Player, Reminders, Safari, Shortcuts, Siri, Stocks, Time Machine, TV, Voice Memos",66.5-watt-hour Lithium‑Polymer Battery,1 Year Onsite Warranty,Onsite,Manufacturing Defects,Physical Damage,1 Year,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,774.0,4.6,"₹1,54,900"
0,"Laptop, Battery, AC Adapter, User Guide, Manuals",Inspiron 5430,IN5430FR0KC001ORS1,Inspiron 5430,,Platinum Silver,Thin and Light Laptop,Processing & Multitasking,Upto 4 hours,65 W,Yes,Intel,Core i3,Yes,512 GB,8 GB,DDR5,1335U,Intel Integrated UHD,,SSD,Windows 11 Home,,1 x USB 3.2 Gen 1,No,35.56 cm (14 Inch),2220 x 1080 Pixel,Full HD,Yes,Yes,,Intel Wi-Fi 6E (6GHz) AX211 2x2,v5.2,314 X 226 X 19.5 mm,1.59 Kg,Not Available,Yes,,,,,,1 Year Onsite Hardware Service,Onsite,Manufacturing Defects,Accidental Damage,,4 cell,3.40GHz Upto 4.60GHz,1x HDMI 1.4,12th Gen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,775.0,NaN,"₹61,299"
0,"Laptop, Power Adaptor, User Guide, Warranty Documents",14IAU7,82RJ00FUIN,14IAU7,IdeaPad 3,Arctic Grey,Thin and Light Laptop,Processing & Multitasking,,,Yes,Intel,Core i3,Yes,512 GB,8 GB,DDR4,1215U,Intel Integrated UHD,,SSD,Windows 11 Home,,"1 x USB 2.0, 1 x USB 3.2 Gen 1, 1 x USB-C 3.2 Gen 1 (support data transfer, Power Delivery and DisplayPort 1.2)",No,35.56 cm (14 Inch),1920 x 1080 Pixel,"Full HD, TN 250nits Anti-glare",Yes,Yes,,"Wi-Fi 6, 802.11ax 2x2",v5.2,324.2 x 215.7 x 19.9 mm,1.43 Kg,Not Available,HD 720p with Privacy Shutter,"Non-backlit, English",,,,,1 Yr. Onsite,Carry-in,Manufacturing Defects,Physical Damage,,,Base frequency 0.9 GHz upto Max Turbo Frequency 4.4 GHz,,12th Gen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,776.0,4.3,"₹34,990"
0,"Laptop, Power Adaptor, User Guide, Warranty Documents",14IAU7,82RJ00FFIN,14IAU7,IdeaPad 3,Arctic Grey,Thin and Light Laptop,Processing & Multitasking,,65 W,Yes,Intel,Core i3,Yes,512 GB,16 GB,DDR4,1215U,Intel Integrated UHD,,SSD,Windows 11 Home,,"1 x USB 2.0, 1 x USB 3.2 Gen 1, 1 x USB-C 3.2 Gen 1 (support data transfer, Power Delivery and DisplayPort 1.2)",No,35.56 cm (14 Inch),1920 x 1080 Pixel,"Full HD, TN 250nits Anti-glare",Yes,Yes,,11ac 2x2,v5.1,324.2 x 215.7 x 19.9 mm,1.43 Kg,Not Available,HD 720p with Privacy Shutter,"Backlit, English",,,,,1 Yr. Onsite + 1 Yr. Accidental Damage Protection,Carry-in,Manufacturing Defects,Physical Damage,,,0.9 GHz upto Max Turbo Frequency 4.4 GHz,1 x HDMI 1.4b,12th Gen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,777.0,4.3,"₹39,490"
0,"MacBook Pro, 96W USB-C Power Adapter, USB-C to MagSafe 3 Cable (2 m)",MPHG3HN/A,MPHG3HN/A,MPHG3HN/A,MacBook Pro,Space Grey,Thin and Light Laptop,Processing & Multitasking,Upto 18 Hours,96W USB-C Power Adapter,No,Apple,M2 Max,Yes,1 TB,32 GB,Unified Memory,Apple M2 Max,NA,12,SSD,macOS Ventura,,"3 x Thunderbolt 4 (USB-C) ports with support for Charging, DisplayPort, Thunderbolt 4 (up to 40 Gbps), USB 4 (up to 40 Gbps)",No,35.56 cm (14 Inch),3024 x 1964 Pixel,"Liquid Retina XDR display, 10,00,000:1 contrast ratio, XDR brightness: 1,000 nits sustained full screen, 1,600 nits peak2 (HDR content only),SDR brightness: 500 nits",Stereo speakers,Studio?quality three-mic array with high signal-to-noise ratio and directional beamforming,"High-fidelity six-speaker sound system with force-cancelling woofers, Wide stereo sound, Support for Spatial Audio when playing music or video with Dolby Atmos on built-in speakers",Wi-Fi 6E (802.11ax),v5.3,312.6 x 221.2 x 15.5 mm,1.63 Kg,Not Available,1080p FaceTime HD camera,Backlit Magic Keyboard,Yes,,,70-watt-hour lithium-polymer battery,1 Year Limited Warranty,Onsite,Manufacturing Defects,Physical Damage,1 Year,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,778.0,5,"₹2,85,494"
0,"1 x Laptop, 1 x Charger, 1 x User Manual, 1 x Warranty Card",AM14A2INF56F-CHF,AM14A2INF56F-CHF,Avita Liber E i5,With Free USB Charging Backpack,Charcoal,Thin and Light Laptop,"Entertainment, Everyday Use, Learning, Performance, Processing & Multitasking, Travel & Business",Upto 8 Hours,,No,Intel,Core i5,Yes,512 GB,8 GB,DDR4,1235U,Intel Integrated Iris Xe,,SSD,Windows 11 Home,,"2 x USB 3.0, 1 x USB 2.0, 1 x Full Function Type-C, 1 x Data USB 2.0 Type-C",No,35.81 cm (14.1 inch),1920 x 1080 Pixel,Full HD,4 (1.5W Dual Speakers + 0.8W Dual Speakers),,,,Yes,,1.53 kg,Not Available,1MP,,No,,,,1 Year Manufacturing Warranty,Onsite,Manufacturing Defect,Physical Damage,1 Year,,"Base Frequency 3.3GHz, Turbo at 4.4 GHz",HDMI Type A,12th Gen,,,,,Windows 11,,,,,,,No,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,779.0,3.6,"₹31,990"
0,"Laptop, Power Adaptor, User Guide, Warranty Documents",15s-fy5002TU,6P132PA#ACJ,15s-fy5002TU,Backlit,Natural Silver,Thin and Light Laptop,Processing & Multitasking,,,Yes,Intel,Core i5,Yes,512 GB,8 GB,DDR4,1235U,Intel Integrated Integrated,10,SSD,Windows 11 Home,Yes,"1 x USB Type-C 5Gbps signaling rate, 2 x USB Type-A 5Gbps signaling rate",No,39.62 cm (15.6 Inch),1920 x 1080 Pixel,"FHD, micro-edge, anti-glare, Brightness: 250 nits, 141 ppi, Color Gamut: 45%NTSC",Built-in Dual Speakers,Built-in Dual Array Digital Microphones,,Realtek RTL8822CE 802.11a/b/g/n/ac (2x2),v5.0,358 x 242 x 17.9,1.69 Kg,Not Available,HP True Vision 720p HD camera,"Full-size, backlit natural silver keyboard with numeric keypad",Yes,,,41 Wh Li-ion Battery,1 Year Onsite Warranty,"Contact : Ph : 18002587170, 18602583079, WhatsApp Helpline - +17864826615 / Mail : Self Service warranty lookup - support.hp.com/us-en/checkwarranty",Manufacturing Defects,Physical Damage,1 Year,3 Cell,3.30GHz Upto 4.40GHz,1 x HDMI 1.4b,12th Gen,16 GB,,12 MB,64 bit,Windows 11 Home,64 bit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,780.0,4.2,"₹49,990"
0,"Laptop, Power Adaptor, User Guide, Warranty Documents",15s-eq2305AU,9D3N8PA,15s-eq2305AU,,Natural Silver,Thin and Light Laptop,Processing & Multitasking,Up to 9 hours and 30 minutes,,Yes,AMD,Ryzen 5 Hexa Core,Yes,512 GB,16 GB,DDR4,5500U,AMD Radeon AMD,,SSD,Windows 11 Home,,"1 x USB Type-C 5Gbps signaling rate (supports data transfer only and does not support charging or external monitors), 2 x USB Type-A 5Gbps signaling rate",No,39.62 cm (15.6 Inch),1920 x 1080 Pixel,"Full HD, micro-edge, anti-glare, 250 nits, 45% NTSC",Yes,Yes,,Realtek RTL8822CE 802.11a/b/g/n/ac (2x2),v5.0,358.5 x 242 x 17.9 mm,1.69 Kg,Not Available,HP True Vision 720p HD camera with integrated dual array digital microphones,"Full-size, backlit, natural silver keyboard with numeric keypad",,,,,1 Year Onsite warranty,Onsite,Manufacturing Defects,Physical Damage,,,Max Frequency Upt o 4.00 GHz,1 x HDMI 1.4b,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,781.0,4.3,"₹40,599"
0,"Laptop, Power Adapter, User Guide, Warranty Documents",15-fa0353TX,6N030PA#ACJ,15-fa0353TX,Victus,Performance Blue,Gaming Laptop,Gaming,,,Yes,Intel,Core i7,Yes,512 GB,16 GB,DDR4,12650H,NVIDIA GeForce RTX 3050,10,SSD,Windows 11 Home,Yes,"1x SuperSpeed USB Type-C 5Gbps signaling rate (DisplayPort 1.4, HP Sleep and Charge), 1x SuperSpeed USB Type-A 5Gbps signaling rate (HP Sleep and Charge), 1x SuperSpeed USB Type-A 5Gbps signaling rate",No,39.62 cm (15.6 inch),1920 x 1080 Pixel,"FHD, micro-edge, anti-glare (Brightness: 250 nits, 141 ppi Color Gamut: 45% NTSC)",Dual speakers,Integrated dual array digital microphones,Audio by B&O,Intel Wi-Fi 6E AX211 (2x2),v5.2,357.9 x 239.7 x 2.2.5 mm,2.37 kg,Not Available,HP Wide Vision 720p HD camera with temporal noise reduction,"Full-size, backlit, Performance Blue keyboard with numeric keypad",Yes,"HP Imagepad with multi-touch gesture support, Precision Touchpad Support",,"70 Wh Li-ion polymer, Support battery fast charge",1 Year Onsite Warranty,Onsite,Manufacturing Defects,Physical Damage,1 Year,4,Up to 4.7 GHz,1x HDMI 2.1,12th Gen,,3200 MHz,24,64 bit,Windows 11 Home,64,Yes,1x multi-format SD media card reader,,Integrated 10/100/1000 GbE LAN,,,,,,,,,,,GDDR6,4 GB,PCIe NVMe,,,,,,,,,,,,,,,,,,,,,,,,782.0,4.4,"₹85,990"
0,"Laptop, Power Adaptor, User Guide, Warranty Documents",AL15-52,UN.431SI.361,AL15-52,Aspire Lite,Steel Grey,Thin and Light Laptop,Processing & Multitasking,,,No,Intel,Core i5,Yes,1 TB,16 GB,DDR4,1235U,Intel Integrated UHD,,SSD,Windows 11 Home,,"1 x USB 3.2 Gen 1 (Type A), 2 x USB 2.0 (Type A), 1 x USB 3.2 Gen 2 (Type C)",No,39.62 cm (15.6 Inch),1920 X 1080 Pixel,Full HD,Yes,Yes,,Wi-Fi 6,Yes,360.40 x 239.30 x 19.9 mm,1.59 Kg,Not Available,"HD webcam with 1280 x 720 resolution, 720p HD audio/video recording","100-/101-/104-key keyboard with independent numeric keypad, international language support",,,,,1 Year Onsite Warranty,Onsite,Manufacturing Defects,Physical Damage,,,up to 4.40 GHz,1x HDMI Port,12th Gen,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,783.0,3.7,"₹46,990"
0,"13.6 inch MacBook Air USB-C Power Adapter, USB-C to MagSafe 3 Cable (2 m)",MC8G4HN/A,MC8G4HN/A,MacBook Air,,Space Gray,Thin and Light Laptop,Processing & Multitasking,Upto 18 Hours,,No,Apple,M3,Yes,256 GB,16 GB,Unified Memory,,NA,,SSD,macOS Sequoia,Yes,2 x Thunderbolt USB 4,No,34.54 cm (13.6 Inch),2560 x 1664 Pixel,"Liquid Retina display, LED-backlit display with IPS technology native resolution at 224 pixels per inch, 500 nits brightness",Built-in Speakers,,Four-speaker sound system,Wi-Fi 6E (802.11ax),v5.3,304.1 x 215.0 x 11.3 mm,1.24 kg,Not Available,1080p FaceTime HD camera,Backlit Magic Keyboard,Yes,,"Built-in Apps: App Store, Books, Calendar, Contacts, FaceTime, Find My, Freeform, GarageBand, Home, iMovie, Keynote, Mail, Maps, Messages, Music, Notes, Numbers, Pages, Photo Booth, Photos, Podcasts, Preview, QuickTime Player, Reminders, Safari, Shortcuts, Siri, Stocks, Time Machine, TV, Voice Memos, Weather",,1 Year Limited Warranty,Onsite,Manufacturing Defects,Physical Damage,1 Year,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,784.0,4.6,"₹1,14,900"
0,"Laptop, Power Adaptor, User Guide, Warranty Documents",FX506HF-HN024W,90NR0HB4-M003B0,FX506HF-HN024W,TUF Gaming F15 - AI Powered Gaming,Graphite Black,Gaming Laptop,Gaming,,150W AC Adapter,No,Intel,Core i5,Yes,512 GB,8 GB,DDR4,11400H,NVIDIA GeForce RTX 2050,6,SSD,Windows 11 Home,Yes,"3 x USB 3.2 Gen 1 Type-A, 1 x Thunderbolt 4 support DisplayPort",No,39.62 cm (15.6 Inch),1920 x 1080 Pixel,"FHD, 16:9 aspect ratio, 144Hz, 85/85/85/85, Value IPS-level, 250nits, 1000:1, 45%, 62.5%, 47.34%, Anti-glare display, Adaptive-Sync",Built-in Dual Speakers,Built-in array microphone,,Wi-Fi 6(802.11ax) (Dual band) 2 x 2,v5.2,359 x 256 x 22.8 ~ 24.5,2.30 kg,Not Available,720P HD camera,Backlit Chiclet Keyboard 1-Zone RGB,Yes,,,48 WHrs Li-ion Battery,1 Year Onsite Warranty,Onsite,Manufacturing Defects,Physical Damage,1 Year,3 Cell,2.70GHz Upto 4.50GHz,1 x HDMI 2.1 TMDS,11th Gen,32 GB,,12 MB,,Windows 11 Home,,Yes,,144 Hz,,,,,,,,,,,70 TGP,GDDR6,4 GB,,,,,,,,,,,,,,,,,,,,,,,,,785.0,4.3,"₹52,100"
0,"Laptop, Power Adaptor, User Guide, Warranty Documents",15s-fq5330TU|15-fd0111TU,9D3P0PA#ACJ|A47CYPA,15s-fq5330TU,,Silver,Thin and Light Laptop,Processing & Multitasking,,,Yes,Intel,Core i5,Yes,512 GB,16 GB,DDR4,1235U,Intel Integrated Iris Xe,,SSD,Windows 11 Home,,"1 x USB Type-C 5Gbps signaling rate (supports data transfer only and does not support charging or external monitors), 2 x USB Type-A 5Gbps signaling rate;",No,39.62 cm (15.6 inch),1920 X 1080 Pixel,"Full HD, micro-edge, anti-glare, 250 nits, 45% NTSC",Yes,Yes,,Realtek RTL8822CE 802.11a/b/g/n/ac (2x2) Wi-Fi,v5.0,358.5 x 242 x 17.9 mm,1.69 Kg,Not Available,HP True Vision 720p HD camera with temporal noise reduction and integrated dual array digital microphones,"Full-size, backlit, natural silver keyboard with numeric keypad",,,,,1 Year Onsite warranty,Onsite,Manufacturing Defects,Physical Damage,,,Max Frequency Up to 4.4 GHz,1 x HDMI 1.4b,12th Gen,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,786.0,4.2,"₹50,490"
0,"Laptop, Power Adaptor, User Guide, Warranty Documents",A715-79G,UN.34NSI.002,A715-79G,Aspire 7,Black,Gaming Laptop,Gaming,,,No,Intel,Core i5,Yes,512 GB,16 GB,DDR4,13420H,NVIDIA GeForce RTX 2050,,SSD,Windows 11 Home,,"1 x USB 3.2 Type-A port, 2 x USB 3.2 Type-C ports, 1 x USB 2.0 Type-A port",No,39.62 cm (15.6 Inch),1920 x 1080 Pixel,Full HD,Two built-in stereo speakers,Yes,,Intel Wireless Wi-Fi 6 AX101,v5.2,359.5 x 238 x 22.7 mm,1.99 Kg,Not Available,1.0 M HD Video camera,Multi languages Multi-Color illuminated full size keyboard with numeric pad,,,,,1 Year Onsite Warranty,Onsite,Manufacturing Defects,Physical Damage,,,1.5 GHz upto Max Turbo Frequency 4.6 GHz,,13th Gen,,,,,,,,,,,,,,,,,,,,,GDDR6,4 GB,,,,,,,,,,,,,,,,,,,,,,,,,787.0,4.3,"₹53,990"
0,"13.6 inch MacBook Air USB-C Power Adapter, USB-C to MagSafe 3 Cable (2 m)",MC8K4HN/A,MC8K4HN/A,MacBook Air,,Midnight,Thin and Light Laptop,Processing & Multitasking,Upto 18 Hours,,No,Apple,M3,Yes,256 GB,16 GB,Unified Memory,,NA,,SSD,macOS Sequoia,Yes,2 x Thunderbolt USB 4,No,34.54 cm (13.6 Inch),2560 x 1664 Pixel,"Liquid Retina display, LED-backlit display with IPS technology native resolution at 224 pixels per inch, 500 nits brightness",Built-in Speakers,,Four-speaker sound system,Wi-Fi 6E (802.11ax),v5.3,304.1 x 215.0 x 11.3 mm,1.24 kg,Not Available,1080p FaceTime HD camera,Backlit Magic Keyboard,Yes,,"Built-in Apps: App Store, Books, Calendar, Contacts, FaceTime, Find My, Freeform, GarageBand, Home, iMovie, Keynote, Mail, Maps, Messages, Music, Notes, Numbers, Pages, Photo Booth, Photos, Podcasts, Preview, QuickTime Player, Reminders, Safari, Shortcuts, Siri, Stocks, Time Machine, TV, Voice Memos, Weather",,1 Year Limited Warranty,Onsite,Manufacturing Defects,Physical Damage,1 Year,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,788.0,4.6,"₹1,14,900"
0,"Laptop,Battery,Power Adapter, User Guide",Cyborg 15 AI A1VEK-050IN,9S7-15K211-050,Cyborg 15 AI A1VEK-050IN,Cyborg 15 AI PC,Translucent Black,Gaming Laptop,Gaming,,,No,Intel,Core Ultra 7,Yes,1 TB,16 GB,DDR5,155H,NVIDIA GeForce RTX 4050,,SSD,Windows 11 Home,,"1 x Type-C (USB3.2 Gen2 / DP), 2 x Type-A USB3.2 Gen1",No,39.62 cm (15.6 Inch),1920 X 1080 Pixel,"FHD , 144Hz 45%NTSC IPS-Level",Yes,Yes,,802.11 ax Wi-Fi 6E,v5.3,359.36 x 250.34 x 22.9 mm,1.9 Kg,Not Available,HD type (30fps@720p),4-Zone RGB Gaming Keyboard,,,,,2 Year Carry-in Warranty,Carry-in,Manufacturing Defects,"Physical Damage, Burn, Liquid Spill",,,1.4 GHz upto Max turbo frequency at 4.8 Ghz,1x HDMI 2.1 (4K 60Hz),,,,,,,,,,,,,No,,,,,,No,,,GDDR6,6 GB,,,,,,,,,,,,,,,,,,,,,,,,,789.0,5,"₹99,990"
